rowid,FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,RCPNT_CLS_EN_DESC,RCPNT_CLS_FR_DESC,RCPNT_NML_EN_DESC,RCPNT_NML_FR_DESC,CTY_EN_NM,CTY_FR_NM,PROVTER_EN,PROVTER_FR,CNTRY_EN_NM,CNTRY_FR_NM,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
513,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Government of Yukon,Gouvernement du Yukon,Whitehorse,Whitehorse,Yukon,Yukon,,,0,1062793
514,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of Alberta,Province de l'Alberta,Edmonton,Edmonton,Alberta,Alberta,,,0,49543037
515,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of British Columbia,Province de la Colombie-Britannique,Victoria,Victoria,British Columbia,Colombie-Britannique,,,0,12190996
516,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of Manitoba,Province du Manitoba,Portage la Prairie,Portage la Prairie,Manitoba,Manitoba,,,0,15080004
517,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of New Brunswick,Province du Nouveau-Brunswick,Fredericton,Fredericton,New Brunswick,Nouveau-Brunswick,,,0,3921759
518,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of Nova Scotia,Province de la Nouvelle-Écosse,Halifax,Halifax,Nova Scotia,Nouvelle-Écosse,,,0,4826814
519,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of Ontario,Province de l'Ontario,Toronto,Toronto,Ontario,Ontario,,,0,44482288
520,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of Québec,Province de Québec,Québec,Québec,Quebec,Québec,,,0,28739668
521,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Province of Saskatchewan,Province de la Saskatchewan,Regina,Regina,Saskatchewan,Saskatchewan,,,0,52098328
522,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of Provincial/Territorial delivered cost-shared programs under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui des programmes à coûts partagés exécutés par les provinces et les territoires dans le cadre du Partenariat canadien pour une agriculture durable,Recovery of payments (2),Recouvrement de paiements (2),,,,,,,0,-2403698
523,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,AG-West Bio Inc,AG-West Bio Inc,Saskatoon,Saskatoon,Saskatchewan,Saskatchewan,,,0,708678
524,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,BioFuelNet Canada Inc,Le Réseau BioFuelNet Canada,Sainte-Anne-de-Belleveue,Sainte-Anne-de-Bellevue,Quebec,Québec,,,0,825264
525,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Bioindustrial Innovation Canada,Bioindustrial Innovation Canada,Sarnia,Sarnia,Ontario,Ontario,,,0,1110615
526,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Barley Research and Development,Canadian Barley Research and Development,Saskatoon,Saskatoon,Saskatchewan,Saskatchewan,,,0,454000
527,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Cattlemen's Association,Canadian Cattlemen's Association,Calgary,Calgary,Alberta,Alberta,,,0,1471328
528,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Field Crop Research Alliance,Alliance de recherche sur les cultures commerciales du Canada,Guelph,Guelph,Ontario,Ontario,,,0,354796
529,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Grapevine Certification Network,Réseau Canadien de Certification de la Vigne,St Catharines,St Catharines,Ontario,Ontario,,,0,390258
530,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Institute of Food Science & Technology,Canadian Institute of Food Science & Technology,Burlington,Burlington,Ontario,Ontario,,,0,406655
531,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Poultry Research Council,Conseil de recherches avicoles du Canada,Ottawa,Ottawa,Ontario,Ontario,,,0,347292
532,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Swine Research and Development Cluster,Grappe porcine canadienne de recherche et développement Inc,Québec,Québec,Quebec,Québec,,,0,1027599
533,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canadian Wheat Research Coalition,Canadian Wheat Research Coalition,Saskatoon,Saskatoon,Saskatchewan,Saskatchewan,,,0,674015
534,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Canola Council of Canada,Canola Council of Canada,Winnipeg,Winnipeg,Manitoba,Manitoba,,,0,1291915
535,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Dairy Farmers of Canada,Les producteurs laitiers du Canada,Ottawa,Ottawa,Ontario,Ontario,,,0,770080
536,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Ontario Tender Fruit Producers' Marketing Board,Ontario Tender Fruit Producers' Marketing Board,St Catharines,St Catharines,Ontario,Ontario,,,0,230881
537,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Contributions in support of the AgriScience program under the Sustainable Canadian Agricultural Partnership,Contributions à l'appui du programme Agri-science dans le cadre du Partenariat canadien pour une agriculture durable,Pulse Canada,Pulse Canada,Winnipeg,Winnipeg,Manitoba,Manitoba,,,0,968932
